1000062,82nd Street Greenmarket,http://www.grownyc.org,E 82nd St. - 1st & York Ave,New York,New York,New York,10028
1008391,84 west farmers market (Dothan),,,Dothan,Houston,Alabama,
1001961,8th Avenue City Farmers Market,,8th Ave & 2nd St SE,Cedar Rapids,Linn,Iowa,52401
1000063,92nd Street Greenmarket,http://www.grownyc.org,1st Ave - E 92nd & 93 Sts.,New York,New York,New York,10128
1000064,97th Street Greenmarket,http://www.grownyc.org,W 97 St. & Columbus,New York,New York,New York,10025
1011989,9th and Grand Farmers Market,http://Farmtoforkks.com,304 West Grand Avenue,Salina,Saline,Kansas,67401
1000986,9th West Farmers Market/People's Market ,http://www.9thwestfarmersmarket.org,1060 South 900 West,SALT LAKE CITY,Salt Lake,Utah,84110
1010617,A + Organic Farmers Market,http://organicgrowndirect.com/,Lee Rd. Farm,Boynton Beach ,Palm Beach,Florida,33473
1001683,A Better Choice Bakery & Market,,27 W Potomac Street,Brunswick,Frederick,Maryland,21716
1009004,A Growers' Market,,229 Lake Ella Drive,Tallahassee ,Leon,Florida,32303
1001887,AAFFA Community Farmers Market,,402 North Murray Avenue,Anderson,Anderson,South Carolina,29624
1007585,AAMC Farmers's Market,,"2001 Medical Parkway, Sajak Pavilion",Annapolis,Anne Arundel,Maryland,21401
1009028,ABBEVILLE FARMERS MARKET,,Kirkland Street,Abbeville ,Henry,Alabama,
1004573,Abbeville Farmers Market,,118 Trinity Street at Livery Stable,Abbeville,Abbeville,South Carolina,29620
1004598,Abbotsford Farmers Market,,1011 East Spruce St.,Abbotsford,Clark,Wisconsin,54405
1003865,Abbott Northwestern Farmers Market,http://www.iatp.org/minimarkets,800 E 28th St,Minneapolis,Hennepin,Minnesota,
1002947,Aberdeen Farmers Market,http://www.dakotaflavor.com/category.asp?catid=12,"2nd Ave., S.E. & S. Lincoln Street",Aberdeen,Brown,South Dakota,57401
1004031,Abilene Farmers Market,,East 1st & Buckeye St.,Abilene,Dickinson,Kansas,67410
1010487,Abingdon Farmers Market,http://www.abingdonfarmersmarket.com,Corner of Remsburg Drive & Cummings St,Abingdon ,Washington,Virginia,24210
1000065,Abingdon Square Greenmarket,http://www.grownyc.org,W12 St. & 8th Ave,New York,New York,New York,10014
1006988,Abington,http://www.abingtonsage.com,362 Plymouth Street,Abington,Plymouth,Massachusetts,2351
1007070,Abington Farmers Market,,12055 Rose Drove,Clarks Summit,Lackawanna,Pennsylvania,
1011313,Abita Springs Farmers Market,,22049 Main St.,Abita Springs,St. Tammany,Louisiana,70420
1004762,ABQ Uptown Growers' Market,http://www.abquptowngrowersmarket.org,NE parking lot of ABQ Uptown shopping center,Albququerque,Bernalillo,New Mexico,
1009543,ABV Farm Market,http://www.appleblossomvillage.com/,690 Allegheny Road,Mount Bethe,,Pennsylvania,18343
1002108,Acadia Farmers' Market in Town Hill,,,Town Hill,Hancock,Maine,
1007575,Acadiana Farmers Market,,801 Foreman Drive,Opelousas,Lafayette,Louisiana,70570
1005122,Ace Farmers Market,,115 Black River Blvd,Rome,Oneida,New York,
1008461,Acme Ranch Truck Patch,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1877,RR1 Box 146,Birch Tree,Shannon,Missouri,65438
1011180,Acreage Green Market,http://Www.AcreageGreenMarket.com,6701 140th Ave. North,Loxahatchee,Palm Beach,Florida,33470
1003469,Acton-Boxborough Farmers Market,http://www.ABFarmersMarket.org,1 Pearl St,Acton,Middlesex,Massachusetts,1720
1018003,Acushnet Farmers Market,http://www.acushnetfarmersmarket.com,186 Leonard Street,Acushnet,Bristol,Massachusetts,2743
1007519,Acworth Farmers Market,,Main and Lemon Streets,Acworth,Cobb,Georgia,
1001393,Ada Farmer's Market,,12th Street and Townsend,Ada,Pontotoc,Oklahoma,74820
1001083,Ada Farmers' Market,http://www.adafarmersmarket.com,7239 Thornapple River Dr.,Ada,Kent,Michigan,49301
1006969,AdairCo Farmers Market,,"409 Fairground Street, Adair County co-op ext service parking lot",Columbia,Adair County,Kentucky,
1010467,Adairsville Farmers' Market,http://www.adairsvillefarmersmarket.com,7446 Ga 140,Adairsville,Bartow,Georgia,30103
1019152,Adams County Farmer's Market,,25 Rice Drive,West Union,Adams,Ohio,45693
1017937,Adams County Farmers' Market Association (PA),http://acfarmersmarkets.org,103 Carlisle Street ,Gettysburg borough,Adams,Pennsylvania,17325
1011322,Adams County Farmers' Market Association (PA),http://www.acfarmersmarkets.org,Lincoln Square ,Gettysburg,Adams,Pennsylvania,17325
1010354,Adams Farmers' & Artisans' Market,,Adams Visitors Center  3 Hoosac St,Adams,Berkshire,Massachusetts,1220
1018278,Adams Morgan Farmer Market,http://www.lickingcreekbendfarm.com,"18th Street and Columbia Rd, NW","Washington, DC",District of Columbia,District of Columbia,20009
1008961,Adaptations' Fresh Feast,http://www.adaptationsaloha.com,"79-7500 Mamalahoa Highway, Unit 1",Kealakekua,Hawaii,Hawaii,96750
1005109,Added Value Farm Stand at Governors Island,,Gresham Rd,Brooklyn,Kings,New York,11231-1235
1002464,Addison Farmers Market,,One Friendship Plaza,Addison,DuPage,Illinois,60101
1005741,Adel Farmers Market,,Courthouse Square,Adel,Dallas,Iowa,50830
1005272,Adelanto Stadium Farmers Market,,Hwy 395 & Rancho Drive,Victorville,San Bernardino,California,92392
1012288,Adrian Farmers Market,,115 Toledo Street,Adrian ,Lenawee,Michigan,49221
1011214,Aenon Baptist Church Farm Stand,,175 Genesee Street,Rochester,Monroe,New York,14611
1008667,Afton Village Farmers Market,http://www.piedmont-farmersmarket.com,5401 Village Dr,Concord,Cabarrus,North Carolina,28027
1019203,AG Farmers' Market,http://AGFarmersMarket.com,108 Indian Head Road,Toms River,Ocean,New Jersey,8753
1007586,AGH Wellness Committee Farmer's Market,,9733 Healthway Drive,Berlin,Worcester,Maryland,21811
1012233,Agricenter International Farmer's Market,http://www.agricenter.org/farmersmarket/,7777 Walnut Grove Rd,Memphis,Shelby,Tennessee,38120
1003562,Agritopia Farm Stand,http://www.thefarmatagritopia.com,3000 E. Ray Road (Higley & Ray),Gilbert,Maricopa,Arizona,85233
1011830,Ahwatukee Farmers Market,,4700 E. Warner Rd,Phoenix,Maricopa,Arizona,
1000212,Aiken County Farmers Market,http://www.VisitAikenSC.com,897 Richland Avenue East,Aiken,Aiken,South Carolina,29801
1005258,Aina Moana  Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,1201 Ala Moana Boulevard,Honolulu,Honolulu,Hawaii,96822
1008054,Airport Farmers and Flea Market,,17375 Spring Hill Dr,Brooksville,Hernando,Florida,34604
1007542,Akebono Farmers’ Market,,Akebono Parking Lot,Pahoa,Hawaii County,Hawaii,
1011967,Akers of Strawberries,http://Www.akersofstrawberries.com,1054 Melton Road,Baker,Okaloosa,Florida,32531
1001801,Akron Farmers Market,,City Park,Akron,Plymouth,Iowa,51031
1005061,Akwesasne Farmers Market,,"469 State Route 37, across from Akwesasne Sports",Hogansburg,Franklin,New York,
1004086,Alabama Gulf Coast Market,,22250 Perdido Beach Boulevard,Gulf Shores,Baldwin,Alabama,36542
1008612,Alachua County Farmers' Market,http://www.441market.com,5920 NW 13th Street,Gainesville,Alachua,Florida,32653
1006312,Alamance County Farmers Market,,200 S. Main St.,Burlington,Alamance,North Carolina,27215
1009019,Alameda Farmers' Market,http://www.pcfma.com,Haight and Webster St.,Alameda,Alameda,California,
1004846,Alamo Farmers Market,,Buckhorn Ranch Road,Alamo,Lincoln,Nevada,89001
1018304,Alamo Heights Farmers Market,,255 E Basse,San Antonio ,Bexar,Texas,78209
1011033,Alamogordo Farmers' Market in Alameda Park,https://www.localharvest.org/alamogordo-farmers-market-in-alameda-park-M37997,1987 White Sands Blvd (next to Toy Train Depot),Alamogordo ,Otero,New Mexico,88310
1004789,Alamogordo Otero County Farmers' Market,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,401 Fairgrounds Rd,Alamogordo,Otero,New Mexico,
1004070,Alamosa Farmers Market,http://www.alamosafarmersmarket.org,Corner of 6th Street and State Avenue's Municipal Parking Lot,Alamosa,Alamosa,Colorado,81101
1004425,Albany  Downtown Farmers Market,http://www.eastbaker.net,Corner of W. Broad Ave. & N. Jackson St.,Albany,Dougherty,Georgia,31702
1002175,Albany Farmers' Market,http://www.locallygrown.org,4th Avenue & Ellsworth Street,Albany,Linn,Oregon,97321
1011108,Albert Lea Farmers Market,http://albertleafarmersmarket.com,104 North Broadway,Albert Lea,Freeborn,Minnesota,
1004886,ALBERTA FARMERS MARKET,,21724 Highway 5 ,ALBERTA,WILCOX,Alabama,36720
1010559,Albion Farmer's Market,http://greateralbionchamber.org,211 Market Place,Albion,Cass,Michigan,49224
1010407,Albuquerque Downtown Growers' Market,http://DowntownGrowers.com,800 Central Ave,Albuquerque ,Bernalillo,New Mexico,87102
1004761,Albuquerque Northeast Farmers' Market,http://www.abqnemarket.org,6400 Wyoming Blvd,Albuquerque,Bernalillo,New Mexico,
1007016,Albuquerque VA Growers' Market,,1501 San Pedro Drive SE,Albuquerque,Bernalillo,New Mexico,
1002222,Alcona Farmers Market,http://www.alconalocalfoods.org,320 S. State Steet   (US23),Harrisville,Alcona,Michigan,48740
1008252,Alderson Farmers Market ,http://www.aldersonmarket.org,Rt. 3  Main Street,Alderson ,Greenbrier,West Virginia,24910
1003236,Aldrich Arena Farmers Market,http://www.stpaulfarmersmarket.com,1850 White Bear Ave.,Maplewood,Ramsey,Minnesota,55109
1011910,Aledo Farmers Market,http://www.aledo-texas.com,128 Elm Street,Aledo,Parker,Texas,76008
1010597,Alexander County Farmers Market,,280 NC Hwy 16 South,Taylorsville ,Alexander,North Carolina,28681
1000519,Alexandria Bay Farmers Market,http://www.visitalexbay.org,Route 12,Alexandria Bay,Jefferson,New York,13607
1018643,Alexandria Farmers Market,https://www.facebook.com/AlexandriaFarmersMarket/,2727 Jackson St,Alexandria ,Rapides,Louisiana,71301
1019113,Alexandria Farmers Market,,Broadway & Second Ave,Alexandria,Douglas,Minnesota,56308
1011196,Alfred Farmers Market,https://www.alfredfarmersmarket.com,Bandstand Main Street,Alfred,Allegany,New York,14802
1007217,Algoma Farm Market,,SECOND ST. & CLARK STREET,Algoma,Kewaunee,Wisconsin,
1001300,Algonquin Farmers Market,,Washington St & S Harrison St.,Algonquin,,Illinois,60102
1007528,Alii Garden Market Place,,75-6129 Alii Drive,Kailua-Kona,,Hawaii,96740
1008835,Alisal Certified Farmers' Market,http://www.everyonesharvest.org,632 East Alisal Street,Salinas,Monterey,California,93905
1005548,All Locally Grown Produce,http://www.teenaspridecsa.com,19051 Sw 147 Ave,Homestead,Miami-Dade,Florida,33187
1011735,All Natural & Certified Organic Farmer Market (HOPE FARM),http://www.hopeforsfs.org,19833 Morris RD ,Harlingen ,Cameron,Texas,78552
1010096,All Saints' Farmers Market,,1508 S. White Station,Memphis,Shelby,Tennessee,38117
1000268,All-Local Farmers Market,http://www.stateplate.org,711 Whaley St,Columbia,Richland,South Carolina,29205
1000168,All-Local Farmers Market 2,http://www.localharvest.org,Rosewood market on Rosewood Drive at Maple Street,Columbia,Richland,South Carolina,
1001962,Allamakee Farmers Market,,705 Allamakee Street,Waukon,Allamakee,Iowa,52172
1002717,Allegan Farmers Market,,Water Street & Cutler Street,Allegan,Allegan,Michigan,49010
1008262,Alleghany Farmers Market,http://www.alleghanyfarmersmarket.com,HWY 18 N,Sparta,Alleghany,North Carolina,28675
1018160,Allen County Farmers Market - Tuesday,http://thriveallencounty.org/farmers-market/,700 N. State St.,Iola,Allen,Kansas,66749
1018165,Allen County Farmers' Market - Saturday,http://thriveallencounty.org/farmers-market/,,Humboldt,Allen,Kansas,66748
1018105,Allen County Farmers' Market - Thursday,http://thriveallencounty.org/farmers-market/,,Iola,Allen,Kansas,66749
1011777,Allen Farmers Market,http://allenneighborhoodcenter.org/food/market/,1629 E Kalamazoo,Lansing,Ingham,Michigan,48912
1007413,Allendale County Farmers Market,,Corner of Bay Street & US Highway 301,Allendale,Allendale,South Carolina,29810
1007716,Allentown Farigrounds Farmers Market,http://www.fairgroundsfarmersmkt.com,1825 Chew Street,Allentown,Lehigh,Pennsylvania,18104
1007083,Allentown Turnpike Plaza Farmers Market,,Route 9,Allentown,Lehigh,Pennsylvania,18104
1002964,Alliance Farmers Market,,3rd & Box Butte Ave.,Alliance,Box Butte,Nebraska,69301
1005675,Alliance Farmers' Market,http://www.alliancefarmersmarket.com,Corner of E. Main St. and Mechanic Ave.,Alliance,Stark,Ohio,44601
1006739,Alliance for the Arts GreenMarket,http://www.artinlee.org,10091 McGregor Boulevard,Ft. Myers,Lee,Florida,33919
1002683,Allston Farmers' Market,http://www.dining.harvard.edu/flp/ag_market.html,175 North Harvard Street,Allston,Middlesex,Massachusetts,2134
1005134,Allston Village Farmers Market,http://www.allstonbrightoncdc.org/,500 Cambridge St.,Boston,Suffolk,Massachusetts,2134
1006816,Alma Farmers Market,,"City Auditorium on Main Street, Downtown",Alma,Harlan,Nebraska,68920
1002250,Alma Farmers' Market,,Pine & Downie Streets,Alma,Gratiot,Michigan,48801
1007836,Almont Farmers' Market,http://www.almontfarmersmarket.com,Van Dyke at School Street (northwest corner),Almont,Lapeer County,Michigan,
1012389,Aloha Community Farmers' Market,http://www.alohacommunityfarmersmarket.org,17675 SW Farmington Rd and SW Kinnaman Rd,Aloha,Washington,Oregon,97007
1010476,Alpena Farmers' Market,http://alpenafarmersmarket.org,208 N 1st Ave.,Alpena ,Alpena,Michigan,49707
1005447,Alpha Nursery Farmers' Market,http://www.alpha-nursery.com,"12 Alpha Lane,",Cascade,Valley,Idaho,83611
1009792,Alsip Farmers Market,http://www.alsipparks.org,12521 S. Kostner Avenue,Alsip,Cook,Illinois,60803
1009998,Altadena Farmers' Market,http://www.altadenafarmersmarket.com,600 W. Palm Street,Altadena,Los Angeles,California,91001
1004383,Altamont Farmer's Market,,Main Street & Maple Avenue,Altamont,Albany,New York,12009
1000357,Altavista Farmers Market,http://www.ci.altavista.va.us,Trade Lot,Altavista,Campbell,Virginia,24517
1006749,Alton Farmers' and Artisans' Market,http://www.DowntownAlton.com,551 Landmarks Blvd.,Alton,Madison,Illinois,62002
1004154,Altoona Farmers Market,,Heritage Plaza,Altoona,Blair,Pennsylvania,16601
1001100,Altus Farmers Market,,1116 North Main ST,Altus,Jackson,Oklahoma,73521
1011421,Alum Rock Village Farmers' Market,http://www.pcfma.org,57 North White Road,San Jose,Santa Clara,California,
1001733,Alva Farmers Market,,102 North 2d,Alva,Woods,Oklahoma,73717
1005644,Amador Farmers' Market-- Jackson,http://www.amadorfarmersmarket.com,Jackson Library/ True Value,Jackson,Amador,California,95642
1005645,Amador Farmers' Market-- Pine Grove,http://www.amadorfarmersmarket.com,Hwy 88 at Irishtown Rd.,Pine Grove,Amador,California,95665
1005646,Amador Farmers' Market-- Sutter Creek,http://www.amadorfarmersmarket.com,Eureka St. & Highway 49,Sutter Creek,Amador,California,95685
1001826,Ambridge Farmers Market,,St. Mary's Church Parking Lot,Ambridge,Beaver,Pennsylvania,15003
1008321,Amelia Barter Town Farmers Market,http://www.Ameliamarket.org,Farmers Market at the Fairgrounds,Amelia Court House ,Amelia,Virginia,23002
1008399,Amelia Farmers Market,http://www.ameliafarmersmarket.com,6800 First Coast Hwy,Amelia Island,Nassau,Florida,32034
1006373,Amenia Farmers Market,,4988 Route 22,,Dutchess,New York,
1001367,American National Bank Downtown Farmers Market Festival,,5th and Rood Avenue,Grand Junction,,Colorado,
1005946,Amerisafe Downtown Pavilion & Farmers Market,http://www.cityofderidder.org,120 North Washington Av,DeRidder,,Louisiana,70634
1005188,Amery Farmers Market,,Sooline Park,Amery,Polk,Wisconsin,54001
1011171,Ames Main Street Farmers' Market,http://www.amesmainsteetfarmersmarket.com,300 & 400 Blocks of  Main Street,"Ames, IA",Story,Iowa,50010
1000284,Amherst Farmers' Market,http://www.AmherstFarmersMarket.com,Spring Street Parking Lot,Amherst Center,Hampshire,Massachusetts,1002
1006748,Amherst Wednesday Market at Kendrick Park,http://www.kendrickparkmarket.com,Kendrick Park Intersection of North and East Pleasant st.,Amherst,Hampshire,Massachusetts,1004
1009833,Amherst Winter Farmers' Market,http://www.amherstwintermarket.com,170 Chestnut Street,Amherst,Hampshire,Massachusetts,1002
1018789,Amicalola Regional Farmers Market,,6921 Hwy 53 East,Dawsonville,Dawson,Georgia,20534
1003563,Amicalola Regional Farmers Market,,186 Recreation Road,Dawsonville,Dawson,Georgia,30534
1001135,Amma Farmers Market,,Amma Senior and Community Center,Amma,Roane,West Virginia,25252
1018733,Amqui Station Farmers Market,http://www.amquistation.org,303 Madison Street,Madison,Davidson,Tennessee,37115
1016853,Amsterdam Saturday Farmers/Crafters Market,http://www.fmfma.org,100 Church St,Amsterdam ,Montgomery,New York,12010
1012157,Anaconda Community Market,http://www.anacondacommunityfoundation.org/anaconda-community-market.html,Kennedy Commons (306 Main),Anaconda,Deer Lodge,Montana,59711
1005944,Anacortes Farmers Market,http://www.anacortesfarmersmarket.org,611 R Avenue,Anacortes,Skagit,Washington,98221
1001105,Anamoose Market in the Park,,Main Street,Anamoose,McHenry,North Dakota,58710
1003055,Anamosa Farmers Market,,Corner of Scott and Main Streets,Anamosa,Jones,Iowa,52205
1007258,Anchorage Farmers Market,http://www.anchoragefarmersmarket.org,1420 Cordova Street,Anchorage,Anchorage,Alaska,99645
1002640,Anchorage Market & Festival,http://www.anchoragemarkets.com,3rd Avenue and E Street,Anchorage,Anchorage,Alaska,99501
1018744,Anderson City Market,http://www.ppchog.org/acm,802 E 5th St,Anderson,Madison,Indiana,46012
1008251,Anderson County Farmers Market,http://andersoncountysc.org/web/Farmers_00.asp,402 N. Murray Ave.,Anderson,Anderson,South Carolina,29621
1008727,Anderson County Farmers Market ,,1505 Bypass US 127 North,Lawrenceburg ,Anderson,Kentucky,40342
1000971,Anderson Farm Market,,1240 Clifton Rd,Xenia,Greene,Ohio,45385
1004991,Anderson Farmers' Market,http://www.andersonfarmersmarket.org,7832 Five Mile Road,Cincinnati,Hamilton,Ohio,45230
1002089,Anderson Happy Valley Farmers Market,,Happy Valley Rd.,Anderson,Shasta,California,96007
1003516,Andersonville Farmers Market,http://www.andersonville.org,1500 W. Berwyn Ave.,Chicago,Cook,Illinois,60640
1007647,Andover Farmers Market,,13655 Round Lake Blvd. NW,Andover,Anoka,Minnesota,
1018698,Andover Farmers' Market,http://andoverhistorical.org/farmer-s-market-2017,97 Main Street,Andover,Essex,Massachusetts,1810
1000287,Andrews Farmers Market,http://www.andrewsfarmersmarket.com,First Street,Andrews,Cherokee,North Carolina,
1006378,Angelica Farmers' Market,http://www.localharvest.org/angelica-farmers-market-M23451,"Park Circle, Main Street",Angelica,Allegany,New York,14709
1010280,Angelina County Farmers Market,http://visitlufkin.com/ShopDine/FarmersMarket/,2107 S Medford Dr ,Lufkin ,Angelina,Texas,75901
1006268,Angels Camp Farmers Market-Fresh Fridays,http://www.angelscampbusiness.com/events/fresh-fridays/,"Utica Park, Utica Lane",Angels Camp,Calaveras,California,95222
1010223,Ann Arbor Farmers Market,http://www.a2gov.org/market,315 Detroit Street,Ann Arbor,Washtenaw,Michigan,48104
1010380,Anna House Farm Stand,http://www.childcarenassau.org,2150 Hempstead Tpke,Elmont ,Nassau,New York,11003
1001782,Anna/Union County Farmers Market,,1150 E Vienna St.,Anna,Union,Illinois,62906
1012588,Annandale Farmers Market ,http://www.fairfaxcounty.gov/parks/farmersmarkets/annandalemkt.htm,6621 Columbia Pike ,Annandale,Fairfax,Virginia,22003
1019096,Annandale Farmers Market - ACT,,25 East Cedar St,Annandale ,Wright,Minnesota,55302
1001142,Anne Arundel County Farmers' Market  (Riva),http://www.aacofarmersmarket.com/,Riva Road & Harry S Truman pkwy,Annapolis,Anne Arundel,Maryland,21401
1004881,Anne Heyliger Vegetable Market,,Queen Cross Street,Saint Croix,Frederiksted,Virgin Islands,
1001465,Anoka County Growers Association/ Anoka Market,,420 E. Main Street,Anoka,Anoka,Minnesota,55303
1007646,Anoka County Growers/ St. Timothy Church Blaine,,707 89th Ave. NE,Blaine,Anoka,Minnesota,
1007636,Anoka County Growers/Immaculate Conception Church,,40th and Jackson Street,Columbia Heights,Anoka,Minnesota,
1000306,Anselma Farmers' and Artisans' Market,,1730 Conestoga Road/Rt 401,Chester Springs,Chester,Pennsylvania,19425
1000405,Anson County Farmers Market,,1736 Hwy 52 South,Wadesboro,Anson,North Carolina,28170
1011248,Antelope Valley Winery Farmer's Market ,http://www.avwinery.com,42041 20th St. West,Lancaster,Los Angeles,California,93534
1012651,Anthem Farmers Market,http://www.arizonacommunityfarmersmarkets.com/FM_Anthem.html,41703 N. Gavilan Peak Pkwy,Anthem ,Maricopa,Arizona,85086
1000434,Anthony Farmers Market,,Corner of West Main and Lawrence,Anthony,Harper,Kansas,67003
1018934,"Antigo Farmers Market, Inc.",http://www.antigomarket.com,420 Field Street,Antigo,Langlade,Wisconsin,54409
1011109,Apex Farmers Market,http://www.apexfarmersmarket.com,220 N. Salem St. ,Apex ,Wake,North Carolina,27502
1011158,"Appalachian (Newport) Farmers Market, Cocke County TN",,115 Mulberry Street,Newport,Cocke,Tennessee,37821
1005207,Appalachian Farmers' Market,http://www.appfarmersmarket.com,Intersection of Fair Street and Lakeview Drive,Gray,Washington,Tennessee,37615
1000683,Apple Country Farmers Market,http://www.applecountryorchards.com,19th and Ave A,Lubbock,Lubbock,Texas,79401
1000685,Apple Country Farmers Market,http://www.applecountryorchards.com,12206 E. Hwy 62,Idalou,Lubbock,Texas,79329
1006889,Apple Valley Farmers' Market,,corner of Cty Rd 42 & Galaxy near City Hall,Apple Valley,Dakota County,Minnesota,
1018356,Appleton Area Farmers Market,,,Appleton,Swift,Minnesota,56208
1000431,Appleton Downtown Farm Market,http://www.appletondowntown.org,100 College Avenue,Appleton,Outagamie,Wisconsin,54911
1009687,Aptos Farmers Market at Cabrillo College,http://www.montereybayfarmers.org,6500 Soquel Drive,Aptos,Santa Cruz,California,95003
1001738,Aquidneck Growers' Markets,http://www.aquidneckgrowersmarket.org,909 East Main Road,Middletown,Newport,Rhode Island,2840
